news_id,company_word,pk,symbol,name,stock_keyword_5
345585,coca cola,4290,KO,Coca-Cola Company (The),"['nestle', 'starbucks', 'bottled', 'market', 'cola']"
345585,unilever,7628,UL,Unilever PLC,"['nestle', 'starbucks', 'bottled', 'market', 'cola']"
345585,diageo,2152,DEO,Diageo plc,"['nestle', 'starbucks', 'bottled', 'market', 'cola']"
345585,anheuser busch,1306,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),"['nestle', 'starbucks', 'bottled', 'market', 'cola']"
345585,starbucks,6606,SBUX,Starbucks Corporation,"['nestle', 'starbucks', 'bottled', 'market', 'cola']"
345586,royal dutch,6738,SHEL,Royal Dutch Shell PLC,"['profit', 'trader', 'trading', 'earnings', 'market']"
345586,equinor,2585,EQNR,Equinor ASA,"['profit', 'trader', 'trading', 'earnings', 'market']"
345586,bp,1191,BP,BP p,"['profit', 'trader', 'trading', 'earnings', 'market']"
345586,eni,2369,E,ENI S,"['profit', 'trader', 'trading', 'earnings', 'market']"
345586,natural gas,5202,NGS,Natural Gas Services Group Inc,"['profit', 'trader', 'trading', 'earnings', 'market']"
345590,boeing,858,BA,Boeing Company (The),"['airbus', 'boeing', 'a', 'restructuring', 'airline']"
345591,air transport,744,ATSG,Air Transport Services Group Inc,"['spain', 'catalonia', 'barcelona', 'coronavirus', 'costa']"
345595,edison international,2463,EIX,Edison International,"['insurance', 'blaze', 'pg', 'wildfire', 'coverage']"
345595,pacific gas,5750,PCG,Pacific Gas & Electric Co,"['insurance', 'blaze', 'pg', 'wildfire', 'coverage']"
345595,southern california,6616,SCE^J,Southern California Edison Company 5,"['insurance', 'blaze', 'pg', 'wildfire', 'coverage']"
345620,facebook,2746,FB,Meta Platforms Inc,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,walmart,8050,WMT,Walmart Inc,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,costco,1842,COST,Costco Wholesale Corporation,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,s&p,6958,SPGI,S&P Global Inc,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,dollar general,2161,DG,Dollar General Corporation,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,levi strauss,4433,LEVI,Levi Strauss & Co Class A,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,body works,916,BBWI,Bath & Body Works Inc,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345620,recruiter,6271,RCRT,Recruiter,"['walmart', 'retailer', 'retail', 'employee', 'layoff']"
345622,royal dutch,6738,SHEL,Royal Dutch Shell PLC,"['eni', 'economy', 'quarterly', 'market', 'stock']"
345622,equinor,2585,EQNR,Equinor ASA,"['eni', 'economy', 'quarterly', 'market', 'stock']"
345622,eni,2369,E,ENI S,"['eni', 'economy', 'quarterly', 'market', 'stock']"
345624,chevron,2042,CVX,Chevron Corporation,"['methane', 'tianjin', 'fuel', 'tariff', 'gas']"
345624,royal dutch,6738,SHEL,Royal Dutch Shell PLC,"['methane', 'tianjin', 'fuel', 'tariff', 'gas']"
345624,dow,2267,DOW,Dow Inc,"['methane', 'tianjin', 'fuel', 'tariff', 'gas']"
345624,natural gas,5202,NGS,Natural Gas Services Group Inc,"['methane', 'tianjin', 'fuel', 'tariff', 'gas']"
345624,guardian,7615,UG,United-Guardian Inc,"['methane', 'tianjin', 'fuel', 'tariff', 'gas']"
345626,fedex,2784,FDX,FedEx Corporation,"['jet', 'airfare', 'jetsuite', 'businessweek', 'aviation']"
345626,cross country,1456,CCRN,Cross Country Healthcare Inc,"['jet', 'airfare', 'jetsuite', 'businessweek', 'aviation']"
345635,first community,2762,FCBC,First Community Bankshares Inc,"['coronavirus', 'vietnam', 'hanoi', 'virus', 'minh']"
345636,renewable energy,6299,REGI,Renewable Energy Group Inc,"['beef', 'meat', 'bovine', 'grazing', 'cow']"
345637,google,3359,GOOG,Alphabet Inc,"['discrimination', 'harassment', 'misconduct', 'discriminatory', 'harassing']"
345637,starbucks,6606,SBUX,Starbucks Corporation,"['discrimination', 'harassment', 'misconduct', 'discriminatory', 'harassing']"
345637,general motors,3298,GM,General Motors Company,"['discrimination', 'harassment', 'misconduct', 'discriminatory', 'harassing']"
345637,my size,5087,MYSZ,My Size Inc,"['discrimination', 'harassment', 'misconduct', 'discriminatory', 'harassing']"
345638,msci,4991,MSCI,MSCI Inc,"['stock', 'emerging', 'investment', 'market', 'bullish']"
345638,emerging markets,3657,HORI,Emerging Markets Horizon Corp,"['stock', 'emerging', 'investment', 'market', 'bullish']"
345667,united airlines,7585,UAL,United Airlines Holdings Inc,"['furlough', 'airline', 'carrier', 'covid', 'united']"
347823,united airlines,7585,UAL,United Airlines Holdings Inc,"['united', 'airline', 'owned', 'share', 'carrier']"
347824,barrick gold,3354,GOLD,Barrick Gold Corporation,"['dushnisky', 'ceo', 'anglogold', 'barrick', 'gold']"
347824,anglogold ashanti,755,AU,AngloGold Ashanti Limited,"['dushnisky', 'ceo', 'anglogold', 'barrick', 'gold']"
347821,apple,21,AAPL,Apple Inc,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347821,facebook,2746,FB,Meta Platforms Inc,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347821,exxon,8149,XOM,Exxon Mobil Corporation,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347821,chevron,2042,CVX,Chevron Corporation,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347821,royal dutch,6738,SHEL,Royal Dutch Shell PLC,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347821,s&p,6958,SPGI,S&P Global Inc,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347821,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347821,permian basin,5741,PBT,Permian Basin Royalty Trust,"['exxon', 'petroleum', 'chevron', 'shale', 'earnings']"
347839,squibb,1154,BMY,Bristol-Myers Squibb Company,"['taisho', 'takeda', 'pharmaceutical', 'yen', 'market']"
347839,takeda pharmaceutical,7190,TAK,Takeda Pharmaceutical Company Limited,"['taisho', 'takeda', 'pharmaceutical', 'yen', 'market']"
347857,pfizer,5832,PFE,Pfizer Inc,"['pfizer', 'regulatory', 'biotech', 'vaccine', 'pharma']"
347857,astrazeneca,849,AZN,AstraZeneca PLC,"['pfizer', 'regulatory', 'biotech', 'vaccine', 'pharma']"
347857,moderna,4970,MRNA,Moderna Inc,"['pfizer', 'regulatory', 'biotech', 'vaccine', 'pharma']"
347857,biontech,1169,BNTX,BioNTech SE American Depositary Share,"['pfizer', 'regulatory', 'biotech', 'vaccine', 'pharma']"
347881,microsoft,4996,MSFT,Microsoft Corporation,"['wwe', 'mcmahon', 'wrestling', 'wrestler', 'vince']"
347881,s&p,6958,SPGI,S&P Global Inc,"['wwe', 'mcmahon', 'wrestling', 'wrestler', 'vince']"
347881,world wrestling,8117,WWE,World Wrestling Entertainment Inc,"['wwe', 'mcmahon', 'wrestling', 'wrestler', 'vince']"
347881,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['wwe', 'mcmahon', 'wrestling', 'wrestler', 'vince']"
347882,honeywell,3652,HON,Honeywell International Inc,"['pandemic', 'respirator', 'mask', 'covid', 'outbreak']"
347882,3m,4888,MMM,3M Company,"['pandemic', 'respirator', 'mask', 'covid', 'outbreak']"
347882,premier inc,5896,PINC,Premier Inc,"['pandemic', 'respirator', 'mask', 'covid', 'outbreak']"
347882,first wave,3068,FWBI,First Wave BioPharma Inc,"['pandemic', 'respirator', 'mask', 'covid', 'outbreak']"
347882,southern california,6616,SCE^J,Southern California Edison Company 5,"['pandemic', 'respirator', 'mask', 'covid', 'outbreak']"
351760,citigroup,1360,C,Citigroup Inc,"['siemens', 'coronavirus', 'market', 'mri', 'cost']"
351760,barclays,941,BCS,Barclays PLC,"['siemens', 'coronavirus', 'market', 'mri', 'cost']"
351760,deutsche bank,2105,DB,Deutsche Bank AG,"['siemens', 'coronavirus', 'market', 'mri', 'cost']"
351761,capital city,1437,CCBG,Capital City Bank Group,"['indonesian', 'indonesia', 'jakarta', 'manila', 'philippine']"
351762,microsoft,4996,MSFT,Microsoft Corporation,"['hotel', 'hyatt', 'motel', 'lodging', 'booking']"
351762,hyatt hotels,3484,H,Hyatt Hotels Corporation,"['hotel', 'hyatt', 'motel', 'lodging', 'booking']"
351762,wyndham hotels,8006,WH,Wyndham Hotels & Resorts Inc,"['hotel', 'hyatt', 'motel', 'lodging', 'booking']"
351762,service properties,7125,SVC,Service Properties Trust,"['hotel', 'hyatt', 'motel', 'lodging', 'booking']"
351764,amazon,477,AMZN,Amazon,"['blackbird', 'venture', 'investment', 'invest', 'invested']"
351764,atlassian,7265,TEAM,Atlassian Corporation,"['blackbird', 'venture', 'investment', 'invest', 'invested']"
351764,catalyst partners,1855,CPAR,Catalyst Partners Acquisition Corp,"['blackbird', 'venture', 'investment', 'invest', 'invested']"
353874,walt disney,2196,DIS,Walt Disney Company (The),"['stock', 'stocksthe', 'investor', 'trader', 'market']"
353874,s&p,6958,SPGI,S&P Global Inc,"['stock', 'stocksthe', 'investor', 'trader', 'market']"
353874,msci,4991,MSCI,MSCI Inc,"['stock', 'stocksthe', 'investor', 'trader', 'market']"
353874,novavax,5396,NVAX,Novavax Inc,"['stock', 'stocksthe', 'investor', 'trader', 'market']"
353874,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['stock', 'stocksthe', 'investor', 'trader', 'market']"
353874,asia pacific,560,APWC,Asia Pacific Wire & Cable Corporation Ltd,"['stock', 'stocksthe', 'investor', 'trader', 'market']"
353889,royal bank,6524,RY,Royal Bank Of Canada,"['yield', 'bond', 'australian', 'currency', 'sydney']"
353889,suisse group,1937,CS,Credit Suisse Group,"['yield', 'bond', 'australian', 'currency', 'sydney']"
353889,credit suisse,1626,CIK,Credit Suisse Asset Management Income Fund Inc,"['yield', 'bond', 'australian', 'currency', 'sydney']"
353892,range resources,6478,RRC,Range Resources Corporation,"['range', 'shale', 'commodity', 'stock', 'sale']"
353892,natural gas,5202,NGS,Natural Gas Services Group Inc,"['range', 'shale', 'commodity', 'stock', 'sale']"
353918,bank of america,860,BAC,Bank of America Corporation,"['coronavirus', 'risk', 'vaccine', 'dollar', 'pathogen']"
353921,nomura,5261,NMR,Nomura Holdings Inc ADR,"['easing', 'bank', 'thailand', 'bangkok', 'economist']"
353923,paypal,6170,PYPL,PayPal Holdings Inc,"['paypal', 'layoff', 'commerce', 'merchant', 'shoppingthe']"
353924,beyond meat,1350,BYND,Beyond Meat Inc,"['meat', 'beef', 'foodservice', 'grocery', 'stock']"
353975,pfizer,5832,PFE,Pfizer Inc,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353975,astrazeneca,849,AZN,AstraZeneca PLC,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353975,sanofi,6918,SNY,Sanofi ADS,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353975,glaxosmithkline,3433,GSK,GlaxoSmithKline PLC,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353975,moderna,4970,MRNA,Moderna Inc,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353975,biontech,1169,BNTX,BioNTech SE American Depositary Share,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353975,novavax,5396,NVAX,Novavax Inc,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353975,emergent biosolutions,2391,EBS,Emergent Biosolutions Inc,"['vaccine', 'novavax', 'coronavirus', 'vaccinated', 'covid']"
353980,asia pacific,560,APWC,Asia Pacific Wire & Cable Corporation Ltd,"['chinext', 'yuan', 'beijing', 'chinese', 'stock']"
356180,evercore,2686,EVR,Evercore Inc,"['offshore', 'transocean', 'shale', 'subsidiary', 'restructuring']"
356180,lazard,4379,LAZ,Lazard LTD,"['offshore', 'transocean', 'shale', 'subsidiary', 'restructuring']"
356181,apple,21,AAPL,Apple Inc,"['unemployment', 'optimism', 'treasury', 'coronavirus', 'stock']"
356181,s&p,6958,SPGI,S&P Global Inc,"['unemployment', 'optimism', 'treasury', 'coronavirus', 'stock']"
356181,msci,4991,MSCI,MSCI Inc,"['unemployment', 'optimism', 'treasury', 'coronavirus', 'stock']"
356181,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['unemployment', 'optimism', 'treasury', 'coronavirus', 'stock']"
356181,asia pacific,560,APWC,Asia Pacific Wire & Cable Corporation Ltd,"['unemployment', 'optimism', 'treasury', 'coronavirus', 'stock']"
356142,simon property,6956,SPG,Simon Property Group Inc,"['bankruptcy', 'bankrupt', 'lender', 'loan', 'jc']"
356142,brookfield property,1201,BPYPM,Brookfield Property Partners L,"['bankruptcy', 'bankrupt', 'lender', 'loan', 'jc']"
356155,boeing,858,BA,Boeing Company (The),"['boeing', 'faa', 'enforcement', 'regulator']"
356146,alphabet,3359,GOOG,Alphabet Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,apple,21,AAPL,Apple Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,microsoft,4996,MSFT,Microsoft Corporation,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,amazon,477,AMZN,Amazon,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,chevron,2042,CVX,Chevron Corporation,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,s&p,6958,SPGI,S&P Global Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,rio tinto,6379,RIO,Rio Tinto Plc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,caterpillar,1407,CAT,Caterpillar Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,moderna,4970,MRNA,Moderna Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,msci,4991,MSCI,MSCI Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,barclays,941,BCS,Barclays PLC,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,nasdaq,5144,NDAQ,Nasdaq Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,credit suisse,1626,CIK,Credit Suisse Asset Management Income Fund Inc,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356146,asia pacific,560,APWC,Asia Pacific Wire & Cable Corporation Ltd,"['fed', 'nasdaq', 'stock', 'bullish', 'treasury']"
356147,microsoft,4996,MSFT,Microsoft Corporation,"['cruise', 'pandemic', 'clia', 'sail', 'covid']"
356156,microsoft,4996,MSFT,Microsoft Corporation,"['roku', 'cfo', 'steve', 'streaming', 'remotely']"
356156,roku,6454,ROKU,Roku Inc,"['roku', 'cfo', 'steve', 'streaming', 'remotely']"
356160,kkr &,4261,KKR,KKR & Co,"['genoa', 'italia', 'milan', 'italian', 'italy']"
356162,s&p,6958,SPGI,S&P Global Inc,"['speedway', 'stock', 'seven', 'retailer', 'store']"
356162,marathon petroleum,4946,MPC,Marathon Petroleum Corporation,"['speedway', 'stock', 'seven', 'retailer', 'store']"
356162,sunoco lp,7113,SUN,Sunoco LP Common Units representing limited partner interests,"['speedway', 'stock', 'seven', 'retailer', 'store']"
356163,microsoft,4996,MSFT,Microsoft Corporation,"['investec', 'rand', 'investor', 'investment', 'economy']"
356163,bhp,1036,BHP,BHP Group Limited,"['investec', 'rand', 'investor', 'investment', 'economy']"
356163,anglogold ashanti,755,AU,AngloGold Ashanti Limited,"['investec', 'rand', 'investor', 'investment', 'economy']"
356163,harmony gold,3636,HMY,Harmony Gold Mining Company Limited,"['investec', 'rand', 'investor', 'investment', 'economy']"
356183,hsbc,3693,HSBC,HSBC Holdings plc,"['indonesia', 'fiscal', 'gdp', 'jakarta', 'spending']"
356185,amazon,477,AMZN,Amazon,"['mtn', 'jumia', 'alibaba', 'nigeria', 'africa']"
356185,ihs,3865,IHS,IHS Holding Limited Ordinary Shares,"['mtn', 'jumia', 'alibaba', 'nigeria', 'africa']"
356185,jumia technologies,4145,JMIA,Jumia Technologies AG,"['mtn', 'jumia', 'alibaba', 'nigeria', 'africa']"
356188,boeing,858,BA,Boeing Company (The),"['boeing', 'airline', 'airbus', 'bankruptcy', 'collapse']"
356188,air transport,744,ATSG,Air Transport Services Group Inc,"['boeing', 'airline', 'airbus', 'bankruptcy', 'collapse']"
356188,bain capital,945,BCSF,Bain Capital Specialty Finance Inc,"['boeing', 'airline', 'airbus', 'bankruptcy', 'collapse']"
356222,goldman sachs,3418,GS,Goldman Sachs Group Inc,"['treasury', 'gold', 'goldman', 'monetary', 'inflation']"
356222,sprott,6773,SII,Sprott Inc,"['treasury', 'gold', 'goldman', 'monetary', 'inflation']"
356210,ihs,3865,IHS,IHS Holding Limited Ordinary Shares,"['uae', 'emirate', 'arab', 'saudi', 'economy']"
356211,new york times,5461,NYT,New York Times Company (The),"['covid', 'risk', 'pandemic', 'riskier', 'safer']"
356219,bank of america,860,BAC,Bank of America Corporation,"['buenos', 'argentine', 'argentina', 'recession', 'crisis']"
356219,emerging markets,3657,HORI,Emerging Markets Horizon Corp,"['buenos', 'argentine', 'argentina', 'recession', 'crisis']"
356220,microsoft,4996,MSFT,Microsoft Corporation,"['vaccine', 'investment', 'invest', 'biotech', 'valneva']"
356220,valneva se,7725,VALN,Valneva SE,"['vaccine', 'investment', 'invest', 'biotech', 'valneva']"
356223,twitter,7565,TWTR,Twitter Inc,"['kodak', 'disclosure', 'stock', 'eastman', 'regulation']"
356223,eastman kodak,4292,KODK,Eastman Kodak Company Common New,"['kodak', 'disclosure', 'stock', 'eastman', 'regulation']"
356224,amazon,477,AMZN,Amazon,"['opioid', 'lawsuit', 'bankruptcy', 'filed', 'filing']"
356236,energy transfer,2631,ET,Energy Transfer LP Common Units,"['pipeline', 'pipe', 'dakota', 'drained', 'sioux']"
356239,cvs,2038,CVS,CVS Health Corporation,"['cv', 'aetna', 'insurer', 'diversified', 'pharmacy']"
356240,citigroup,1360,C,Citigroup Inc,"['bank', 'banking', 'lira', 'turkish', 'liquidity']"
356240,ubs,7597,UBS,UBS Group AG Registered Ordinary Shares,"['bank', 'banking', 'lira', 'turkish', 'liquidity']"
356240,suisse group,1937,CS,Credit Suisse Group,"['bank', 'banking', 'lira', 'turkish', 'liquidity']"
356240,credit suisse,1626,CIK,Credit Suisse Asset Management Income Fund Inc,"['bank', 'banking', 'lira', 'turkish', 'liquidity']"
356264,ihs,3865,IHS,IHS Holding Limited Ordinary Shares,"['coronavirus', 'economy', 'economist', 'pandemic', 'economic']"
356267,johnson &,4148,JNJ,Johnson & Johnson,"['coronavirus', 'covid', 'vaccine', 'pandemic', 'cdc']"
356267,pfizer,5832,PFE,Pfizer Inc,"['coronavirus', 'covid', 'vaccine', 'pandemic', 'cdc']"
356267,moderna,4970,MRNA,Moderna Inc,"['coronavirus', 'covid', 'vaccine', 'pandemic', 'cdc']"
356269,wells fargo,7993,WFC,Wells Fargo & Company,"['fargo', 'bank', 'employee', 'coronavirus', 'workplace']"
356273,twitter,7565,TWTR,Twitter Inc,"['coronavirus', 'flu', 'infection', 'treatment', 'povidone']"
358648,diageo,2152,DEO,Diageo plc,"['diageo', 'lvmh', 'company', 'inventory', 'subsidiary']"
358632,barclays,941,BCS,Barclays PLC,"['morocco', 'currency', 'euro', 'liquidity', 'recession']"
358634,pepsico,5818,PEP,PepsiCo Inc,"['adidas', 'racism', 'ulrika', 'suspended', 'nike']"
358634,nike,5227,NKE,Nike Inc,"['adidas', 'racism', 'ulrika', 'suspended', 'nike']"
360895,boeing,858,BA,Boeing Company (The),"['boeing', 'faa', 'agency', 'reuters']"
360896,exxon,8149,XOM,Exxon Mobil Corporation,"['exxon', 'drilling', 'shale', 'drillers', 'rig']"
360896,chevron,2042,CVX,Chevron Corporation,"['exxon', 'drilling', 'shale', 'drillers', 'rig']"
360896,ford,2724,F,Ford Motor Company,"['exxon', 'drilling', 'shale', 'drillers', 'rig']"
360896,baker hughes,1087,BKR,Baker Hughes Company Class A,"['exxon', 'drilling', 'shale', 'drillers', 'rig']"
360896,north american,5278,NOA,North American Construction Group Ltd,"['exxon', 'drilling', 'shale', 'drillers', 'rig']"
360900,goldman sachs,3418,GS,Goldman Sachs Group Inc,"['mining', 'ore', 'rio', 'miner', 'aboriginal']"
360900,rio tinto,6379,RIO,Rio Tinto Plc,"['mining', 'ore', 'rio', 'miner', 'aboriginal']"
360901,netflix,5190,NFLX,Netflix Inc,"['actress', 'jocelyn', 'liposuction', 'beautyfix', 'surgery']"
360905,amazon,477,AMZN,Amazon,"['reit', 'investment', 'market', 'investor', 'sector']"
360905,accenture,96,ACN,Accenture plc Class A Ordinary Shares (Ireland),"['reit', 'investment', 'market', 'investor', 'sector']"
360905,hsbc,3693,HSBC,HSBC Holdings plc,"['reit', 'investment', 'market', 'investor', 'sector']"
360905,brookfield asset,876,BAM,Brookfield Asset Management Inc,"['reit', 'investment', 'market', 'investor', 'sector']"
360905,blackstone,1338,BX,Blackstone Inc,"['reit', 'investment', 'market', 'investor', 'sector']"
360905,fidelity,2851,FIS,Fidelity National Information Services Inc,"['reit', 'investment', 'market', 'investor', 'sector']"
360905,barclays,941,BCS,Barclays PLC,"['reit', 'investment', 'market', 'investor', 'sector']"
360905,nomura,5261,NMR,Nomura Holdings Inc ADR,"['reit', 'investment', 'market', 'investor', 'sector']"
360908,microsoft,4996,MSFT,Microsoft Corporation,"['shanghaicoal', 'shanghaicorn', 'shanghaizinc', 'shanghaicrude', 'shanghaitoday']"
360908,morgan stanley,4979,MS,Morgan Stanley,"['shanghaicoal', 'shanghaicorn', 'shanghaizinc', 'shanghaicrude', 'shanghaitoday']"
360910,emerging markets,3657,HORI,Emerging Markets Horizon Corp,"['economy', 'unemployment', 'taiwan', 'inflation', 'payroll']"
360916,national health,5207,NHI,National Health Investors Inc,"['covid', 'hospitalized', 'hospitalization', 'pediatric', 'disease']"
360917,apple,21,AAPL,Apple Inc,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
360917,amazon,477,AMZN,Amazon,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
360917,comcast,1717,CMCSA,Comcast Corporation,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
360917,walt disney,2196,DIS,Walt Disney Company (The),"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
360917,amc,427,AMC,AMC Entertainment Holdings Inc,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
360917,cinemark holdings,1762,CNK,Cinemark Holdings Inc Cinemark Holdings Inc,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
360933,nasdaq,5144,NDAQ,Nasdaq Inc,"['chinext', 'shenzhen', 'beijing', 'shanghai', 'stock']"
360919,microsoft,4996,MSFT,Microsoft Corporation,"['recession', 'risk', 'crisis', 'lender', 'bank']"
360928,biogen,1049,BIIB,Biogen Inc,"['aducanumab', 'biogen', 'antibody', 'biotechnology', 'alzheimer']"
360929,goldman sachs,3418,GS,Goldman Sachs Group Inc,"['goldman', 'mdb', 'sachs', 'malaysia', 'banking']"
360934,jones lang,4140,JLL,Jones Lang LaSalle Incorporated,"['hk', 'hong', 'conglomerate', 'beijing', 'hutchison']"
360934,tpg,7424,TPG,TPG Inc,"['hk', 'hong', 'conglomerate', 'beijing', 'hutchison']"
360945,chevron,2042,CVX,Chevron Corporation,"['refinery', 'trader', 'oil', 'perez', 'lukoil']"
360945,royal dutch,6738,SHEL,Royal Dutch Shell PLC,"['refinery', 'trader', 'oil', 'perez', 'lukoil']"
360947,citigroup,1360,C,Citigroup Inc,"['bond', 'municipal', 'stimulus', 'debt', 'capitol']"
360949,amazon,477,AMZN,Amazon,"['warnermedia', 'hbo', 'tvmedia', 'hulu', 'streaming']"
360949,comcast,1717,CMCSA,Comcast Corporation,"['warnermedia', 'hbo', 'tvmedia', 'hulu', 'streaming']"
360949,at&t,7182,T,AT&T Inc,"['warnermedia', 'hbo', 'tvmedia', 'hulu', 'streaming']"
360949,netflix,5190,NFLX,Netflix Inc,"['warnermedia', 'hbo', 'tvmedia', 'hulu', 'streaming']"
360953,amazon,477,AMZN,Amazon,"['fedex', 'ups', 'shipping', 'delivery', 'parcel']"
360953,walmart,8050,WMT,Walmart Inc,"['fedex', 'ups', 'shipping', 'delivery', 'parcel']"
360953,united parcel,7657,UPS,United Parcel Service Inc,"['fedex', 'ups', 'shipping', 'delivery', 'parcel']"
360953,s&p,6958,SPGI,S&P Global Inc,"['fedex', 'ups', 'shipping', 'delivery', 'parcel']"
360953,fedex,2784,FDX,FedEx Corporation,"['fedex', 'ups', 'shipping', 'delivery', 'parcel']"
360953,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['fedex', 'ups', 'shipping', 'delivery', 'parcel']"
360968,tesla,7502,TSLA,Tesla Inc,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360968,alibaba group,859,BABA,Alibaba Group Holding Limited,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360968,bank of america,860,BAC,Bank of America Corporation,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360968,li auto,4480,LI,Li Auto Inc,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360968,nio,5222,NIO,NIO Inc,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360968,xpeng,8163,XPEV,XPeng Inc,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360968,suisse group,1937,CS,Credit Suisse Group,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360968,credit suisse,1626,CIK,Credit Suisse Asset Management Income Fund Inc,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhou']"
360971,microsoft,4996,MSFT,Microsoft Corporation,"['office', 'employee', 'worker', 'desk', 'newspaper']"
360971,cbre,1422,CBRE,CBRE Group Inc  Class A,"['office', 'employee', 'worker', 'desk', 'newspaper']"
360971,western new,8052,WNEB,Western New England Bancorp Inc,"['office', 'employee', 'worker', 'desk', 'newspaper']"
360972,apple,21,AAPL,Apple Inc,"['treasury', 'stocksthe', 'commoditieswest', 'stock', 'nasdaq']"
360972,microsoft,4996,MSFT,Microsoft Corporation,"['treasury', 'stocksthe', 'commoditieswest', 'stock', 'nasdaq']"
360972,amazon,477,AMZN,Amazon,"['treasury', 'stocksthe', 'commoditieswest', 'stock', 'nasdaq']"
360972,s&p,6958,SPGI,S&P Global Inc,"['treasury', 'stocksthe', 'commoditieswest', 'stock', 'nasdaq']"
360972,msci,4991,MSCI,MSCI Inc,"['treasury', 'stocksthe', 'commoditieswest', 'stock', 'nasdaq']"
360972,nasdaq,5144,NDAQ,Nasdaq Inc,"['treasury', 'stocksthe', 'commoditieswest', 'stock', 'nasdaq']"
360972,s&p 500,1341,BXMX,Nuveen S&P 500 Buy-Write Income Fd,"['treasury', 'stocksthe', 'commoditieswest', 'stock', 'nasdaq']"
360979,facebook,2746,FB,Meta Platforms Inc,"['airline', 'pandemic', 'flight', 'travel', 'boarding']"
360979,visa,7719,V,Visa Inc,"['airline', 'pandemic', 'flight', 'travel', 'boarding']"
